skblid,wid,publishedDate,article_author_firstname,article_author_lastname,subtitle_sv,subtitle_eng,name_lastname,name_firstname
NannaBendixson,Q15728524,2018-03-08,Helene,Ehriander,"Konstnär, litteraturkritiker","Artist, literary critic",Bendixson,/Nanna/
BeataSparre,Q15731617,2018-03-08,Brita,Planck,"Adelsdam, hovdam","Noblewoman, lady-in-waiting",Sparre,/Beata/
MathildaDrangel,Q15813092,2018-03-08,Nils,Håkansson,Översättare,Translator,Drangel,/Mathilda/ Charlotta
AnnaDahlstromNilsson,Q15845399,2018-03-08,Hanna,Markusson Winkvist,Läkare,Doctor,Dahlström-Nilsson,/Anna/
VivekaHeyman,Q16590970,2018-03-08,Richard,Pleijel,"Översättare, litteraturkritiker","Translator, literary critic",Heyman,/Viveka/
EvelinaFahnehjelm,Q16594779,2018-03-08,Esbjörn,Larsson,"Lärare, skolföreståndare","Teacher, schoolmaster",Fahnehjelm,/Evelina/ Wilhelmina
KerstinHorlinHolmquist,Q16595290,2018-03-08,Christina,Lindvall-Nordin,"Möbelformgivare, inredningsdesigner","Furniture designer, interior designer",Hörlin-Holmquist,/Kerstin/ Margareta
AuroravonQvanten,Q16596123,2018-03-08,Charlott,Neuhauser,"Författare, översättare, konstnär","Author, translator, artist",von Qvanten,/Aurora/ Magdalena
IngridDessau,Q18238379,2018-03-08,Emma,Severinsson,Textilkonstnär,Textile artist,Dessau,/Ingrid/
RosalieSofieSjoman,Q18245828,2018-03-08,Anna,Tellgren,Fotograf,Photographer,Sjöman,/Rosalie/ Sofie
CharlotteYhlenOlsen,Q19977272,2018-03-08,Tomas,Bro,Läkare,Doctor,Yhlen Olsen,Amalia /Charlotte/
AnnaSissakBardizbanian,Q21484046,2018-03-08,Annika,Berg,Journalist,Journalist,Sissak-Bardizbanian,/Anna/ Katarina
BetzyAhlstrom,Q22812933,2018-03-08,Birgitta,Flensburg,"Konstnär, formgivare","Artist, designer",Ählström,/Betzy/ Augusta Wilhelmina
ElisabethGlantzberg,Q26389364,2018-03-08,Maria,Carlgren,"Textilkonstnär, modedirektris, skolgrundare","Textile artist, fashion director, school founder",Glantzberg,/Elisabeth/ Margaretha
GunvorWallin,Q33043897,2018-03-08,Elsa,Trolle Önnerfors,"Jurist, forskare, biträdande professor i juridik","Legal practitioner, researcher, associate professor of law",Wallin,Hanna /Gunvor/ Ingeborg
ToraSandstrom,Q38156638,2018-03-08,Elisabeth,Punzi,"Psykoterapeut, psykoanalytiker","Psychotherapist, psychoanalyst",Sandström,Emma Victoria (/Tora/)
HedvigCarlander,Q50377676,2018-03-08,Vibeke,Carlander,"Filantrop, donator","Philanthropist, donator",Carlander,/Hedvig/ Elisabeth
EmmaWretlind,Q50512405,2018-03-08,Åsa,Bengtsson,"Pionjär inom nykterhetsrörelsen, filantrop","Pioneering temperance activist, philanthropist",Wretlind,/Emma/  Kristina
HelfridLofquist,Q50512410,2018-03-08,Catharina,Nolin,Trädgårdsarkitekt,Landscape gardener,Löfquist,/Helfrid/ Elisabeth Maria
MartaBjornbom,Q50804431,2018-03-08,,,"Jurist, advokat","Legal practitioner, lawyer",Björnbom,/Märta/
MiraKakossaios,Q50804649,2018-03-08,Irene,Opira,"Skolkonsulent, medborgarrättskämpe","School advisory officer, civic rights advocate",Kakossaios,Kalomira (/Mira/)
AnnaWikstrom,Q50804737,2018-03-08,Beatrice,Christensen Sköld,"Pionjär inom blindpedagogiken, filantrop, skolgrundare","Pioneer within the education of the blind, philanthropist, school founder",Wikström,/Anna/ Magdalena
MariaAspman,Q50804749,2018-03-08,Beatrice,Christensen Sköld,"Lärare, rektor, folkbildare","Teacher, school principal, educator",Aspman,/Maria/ Elisabeth
KarinSchultz,Q50804791,2018-03-08,Birgit,Petersson,"Journalist, radiokritiker","Journalist, radio critic",Schultz,/Karin/ Maria
MargvonSchwerin,Q50804821,2018-03-08,Emma,Severinsson,Grundare av Märthaskolan,Founder of Märthaskolan,von Schwerin,Anna Margareta (/Marg/) Suno
AnnMariJansson,Q50804907,2018-03-08,Anna,Tunlid,Professor i systemekologi,Professor of systems ecology,Jansson,Eva /AnnMari/
LouisevonBahr,Q50808494,2018-03-08,Hans,Bolling,Gymnastikdirektör,Physical education instructor,von Bahr,Ebba Augusta /Louise/
MariaAnholm,Q50809980,2018-03-08,Maria,Småberg,"Kvinnosakskvinna, missionär, reseskildrare ","Promoter of women's issues, missionary, travelogue writer",Anholm,/Maria/ Elisabeth
AnnaJulieHeilborn,Q50841955,2018-03-08,Gustav,Berry,Uppfinnare,Inventor,Heilborn,/Anna (Julie)/ Juliana
EmmaFlood,Q50842763,2018-03-08,Jonas,Söderqvist,"Agitator, skribent, rösträttskvinna","Agitator, writer, women's suffrage activist",Flood,/Emma/ Sofia
MaryReutersward,Q50844098,2018-03-08,Ann-Cathrine,Haglund,"Politiker, företagare, socialt och religiöst verksam","Politician, company owner, socially and religiously active",Reuterswärd,/Mary/ Anna Louise
StefiPedersen,Q50846445,2018-03-08,Elisabeth,Punzi,"Psykoterapeut, psykoanalytiker","Psychotherapist, psychoanalyst",Pedersen,Ellen Stephanie (/Stefi/)
MarjaNordin,Q50854210,2018-03-08,Christina,Lindvall-Nordin,Textilkonstnär,Textile artist,Nordin,/Marja/
LovisaMathildaNettelbladt,Q50920082,2018-03-08,Carina,Lidström,"Författare, reseskildrare, amerikaresenär","Author, travelogue writer, early traveller to America",Nettelbladt,/Lovisa Mathilda/
LouiseHammarstrom,Q7482,2018-03-08,A. Johannes,Johansson,Kemist,Chemist,Hammarström,Lovisa (/Louise/) Katarina
AnitaBjork,Q237766,2018-03-08,Tytti,Soila,Skådespelare,Actor,Björk,/Anita/ Barbro Kristina
EllenKey,Q238443,2018-03-08,Claudia,Lindén,"Författare, folkbildare, debattör","Author, purveyor of popular education, polemicist",Key,/Ellen/ Karolina Sofia
Ceciliaprinsessa,Q271940,2018-03-08,Karin,Tegenborg Falkdalen,"Prinsessa av Sverige, grevinna av Baden-Rodemachern","Princess of Sweden, duchess of Baden-Rodemachern",,"/Cecilia/, prinsessa"
SaraLidman,Q287784,2018-03-08,Annelie,Bränström-Öhman,"Författare, opinionsbildare","Author, influencer of public opinion",Lidman,/Sara/ Adela
ElsaGrave,Q372612,2018-03-08,Eva,Lilja,Författare,Author,Grave,/Elsa/ Margareta
BirgitCullberg,Q435063,2018-03-08,Cecilia,Malmström Olsson,"Dansare, koreograf, balettgrundare","Dancer, choreographer, ballet founder",Cullberg,/Birgit/ Ragnhild
NaimaWifstrand,Q446668,2018-03-08,Tytti,Soila,Skådespelare,Actor,Wifstrand,Siri /Naima/ Matilda
HedvigCharlottaNordenflycht,Q450744,2018-03-08,Ann,Öhrberg,Författare,Author,Nordenflycht,/Hedvig Charlotta/
KerstinThorvall,Q457009,2018-03-08,Christian,Lenemark,"Författare, illustratör, debattör","Author, illustrator, polemicist",Thorvall,/Kerstin/ Hilma Margareta
KarinLarsson,Q462529,2018-03-08,Ingrid,Zakrisson,Konstnär,Artist,Larsson,/Karin/
SophievonFersen,Q469962,2018-03-08,My,Hellsing,Hovdam,Lady-in-waiting,von Fersen,Eva /Sophie/
IngeborgSjoqvist,Q543295,2018-03-08,Lennart K,Persson,"Simhoppare, gymnastiklärare","Diver, gymnastics instructor",Sjöqvist,/Ingeborg/ Maria
AnnaMansdotter,Q562622,2018-03-08,Maria,Sjöberg,"Mördare, sista kvinnan i Sverige som avrättades",Last woman in Sweden to be executed,Månsdotter,Anna
ElinafSkovde,Q660198,2018-03-08,Sara,Ellis Nilsson,"Donator, helgon","Donor, saint",,/Elin/ af Skövde
BirgittaWolf,Q865398,2018-03-08,Pontus,Rudberg,"Författare, översättare, aktivist inom kriminalvården","Author, translator, prisoners' rights activist",Wolf,/Birgitta/
MimiPollak,Q915034,2018-03-08,Robert,Lyons,"Skådespelare, regissör, dramapedagog","Actor, director, drama school teacher",Pollak,Maria (/Mimi/) Helena
KarinBjorquist,Q1729401,2020-06-16,Linda,Fagerström,"Keramiker, formgivare, konstnärlig ledare","Ceramist, designer, art director",Björquist,/Karin/
AaseNordmoLvberg,Q1778583,2018-03-08,Marie-Louise,Rodén,"Operasångare, operachef, professor i sång","Opera singer, opera manager, professor of singing",Nordmo Løvberg,/Aase/
HjordisPetterson,Q1799026,2018-03-08,Mikael,Strömberg,Skådespelare,Actor,Petterson,/Hjördis/ Olga Maria
MaryvonRosen,Q3296276,2018-03-08,Yvonne Maria,Werner,"Grevinna, kyrkligt aktiv, ledare för Societas Sanctæ Birgittæ","Countess, active in church life, Mother Superior of the Societas Sanctæ Birgittæ",von Rosen,/Mary/
VivekaSeldahl,Q3427867,2018-03-08,Evelina,Ivarsson,Skådespelare,Actor,Seldahl,/Viveka/ Kristina
ElsaStinaLarsdotterLaulaRenberg,Q4129778,2018-03-08,Anne,Heith,"Politiker, samisk medborgarrättsaktivist","Politician, Sami civil rights activist",Laula Renberg,/Elsa/ Stina Larsdotter
AnnaSkytte,Q4504908,2018-03-08,Stefan,Eklöf Amirell,"Adelsdam, enligt myten delaktig i sjöröveri","Noblewoman, erroneously recorded as participating in piracy",Skytte,Christina /Anna/
BarbroAlvingBang,Q4568363,2018-03-08,Beata,Arnborg,"Journalist, författare, kåsör","Journalist, author, columnist",Alving (Bang),Barbro
AgnetaHorn,Q4693164,2018-03-08,Eva,Haettner Aurelius,Författare,Author,Horn,/Agneta/
AnnaBuggeWicksell,Q4766891,2018-03-08,Christina,Carlsson Wetterberg,"Jurist, rösträttskvinna, fredsaktivist","Legal practitioner, suffragette, pacifist",Bugge Wicksell,/Anna/ Kristine Margrete
AnnaHiertaRetzius,Q4767080,2018-03-08,Kerstin,Norlander,"Filantrop, kvinnosakskvinna","Philanthropist, supporter of the women's liberation movement",Hierta-Retzius,/Anna/ Wilhelmina
HeddaAndersson,Q4793761,2018-03-08,Ann-Sofie,Ohlander,Läkare,Medical doctor,Andersson,/Hedda/ Albertina
BettyPettersson,Q4898950,2018-03-08,Johanna,Ringarp,"Lärare, Sveriges första kvinnliga student","Teacher, Sweden's first female academic student",Pettersson,/Betty/ Maria Carolina
LissiAlandh,Q4934729,2018-03-08,Mikael,Strömberg,"Skådespelare, revyartist","Actor, cabaret artist",Alandh,/Lissi/ Sofia
SofiAlmquist,Q4935223,2018-03-08,Emil,Marklund,"Lärare, skolgrundare","Teacher, school founder",Almquist,Lovisa Sofia (/Sofi/)
EbonAndersson,Q4935783,2018-03-08,Carina,Ridenius,"Politiker, riksdagsledamot","Politician, member of parliament",Andersson,/Ebon/ Maria Isabella
SigneBergman,Q4938592,2018-03-08,Christina,Florin,Rösträttskvinna,Suffragette,Bergman,/Signe/ Wilhelmina Ulrika
AstridBergmanSucksdorff,Q4938604,2018-03-08,Anna,Tellgren,"Fotograf, författare","Photographer, author",Bergman Sucksdorff,/Astrid/
EvaBillow,Q4939045,2018-03-08,Elina,Druker,"Konstnär, författare, kalligrafiker","Artist, author, calligrapher",Billow,/Eva/ Hildegard Maria
UllaBjerne,Q4939194,2018-03-08,Boel,Hackman,Författare,Author,Bjerne,Cecilia Gully (/Ulla/)
MartaBoman,Q4939940,2018-03-08,Carina,Ridenius,"Politiker, riksdagsledamot","Politician, member of parliament",Boman,/Märta/ Kristina
EbbaAugustaBostrom,Q4940209,2018-03-08,Tuulikki,Koivunen Bylund,"Filantrop, grundare av Samariterhemmet i Uppsala","Philanthropist, founder of Samariterhemmet in Uppsala",Boström,/Ebba/ Augusta
AgnesBranting,Q4940450,2018-03-08,Birgitta,Flensburg,Textilkonstnär,Textile artist,Branting,/Agnes/ Margareta Matilda
SickanCarlsson,Q4941990,2018-03-08,Jennifer,Vintkvist,"Skådespelare, sångare, revyartist","Actor, revue-show actor, singer,",Carlsson,/Sickan/ Anna-Greta
AnnaChristensen,Q4942811,2018-03-08,Elsa,Trolle Önnerfors,"Professor i juridik, samhällsdebattör","Professor of law, societal debater",Christensen,/Anna/ Barbro
AgnesCleve,Q4943098,2018-03-08,Birgitta,Flensburg,Konstnär,Artist,Cleve,/Agnes/ Elisabet
CharlottadAlbedyhll,Q4944091,2018-03-08,Brita,Planck,"Författare, poet","Author, poet",d’Albedyhll,Eleonora /Charlotta/
AnnaMargarethaDonner,Q4945030,2018-03-08,Johannes,Daun,"Affärskvinna, företagare","Businesswoman, entrepreneur",Donner,/Anna Margaretha/
CatharinaChristinaUdden,Q4946172,2018-03-08,Tilda Maria,Forselius,Författare,Author,Uddén,/Catharina Christina/
AnnaLenahElgstrom,Q4946350,2018-03-08,Ann-Katrin,Hatje,"Författare, journalist, kvinnosakskvinna","Author, journalist, feminist",Elgström,Anna Helena Maria (/Anna Lenah/)
RandiFisher,Q4948155,2018-03-08,Linda,Fagerström,"Konstnär, glaskonstnär, formgivare","Artist, glass artist, designer",Fisher,/Randi/ Christine
HuldaFlood,Q4948342,2018-03-08,Ulrika,Holgersson,"Agitator, politiker, socialdemokratisk partisekreterare","Agitator, politician, secretary of the Social Democratic party",Flood,/Hulda/
AnnalisaForssberger,Q4948580,2018-03-08,Bibi,Jonsson,Författare,Author,Forssberger,Anna Elisabet (/Annalisa/)
JohannaEleonoraDelaGardie,Q4949508,2018-03-08,Maria,Sjöberg,"Poet, hovdam","Poet, lady-in-waiting",De la Gardie,/Johanna Eleonora/
KatjaGeiger,Q4949710,2018-03-08,Emma,Severinsson,"Modedesigner, företagare","Fashion designer, leader of an enterprise",Geiger,Karin Ingegerd (/Katja/)
IngridHammarstrom,Q4952414,2018-03-08,Lars,Nilsson,Professor i historia,History professor,Hammarström,/Ingrid/ Linnea
BethHennings,Q4953596,2018-03-08,Kirsti,Niskanen,"Skolledare, författare, historiker","School director, author, historian",Hennings,Betty Constance (/Beth/)
ElisabetKagerman,Q4960336,2018-03-08,Sara,Kärrholm,"Deckarförfattare, översättare, lärare","Crime writer, translator, teacher",Kågerman,Märta /Elisabet/
HuldaLundin,Q4964144,2018-03-08,Annelie,Holmberg,"Lärare, slöjdpedagog",Teacher of handicraft,Lundin,/Hulda/ Sofia
GretaMagnussonGrossman,Q4964982,2018-03-08,Karin,Åberg Waern,"Arkitekt, formgivare","Architect, designer",Magnusson Grossman,/Greta/
HelenaMalheim,Q4965112,2018-03-08,Pia,Höjeberg,Barnmorska,Midwife,Malheim,Catharina /Helena/
GunhildPalmqvist,Q4971796,2018-03-08,Anders,Johnson,"Politiker, ordförande i Folkpartiets ungdomsförbund","Politician, chair of the Folkpartiet youth association",Palmqvist,/Gunhild/
EmerentiaPauli,Q4972098,2018-03-08,Maria,Sjöberg,"Krigare, godsförvaltare, ledde försvaret av Gullbergs fästning","Warrior, stewart, led the defence of Gullberg fortress",Pauli,/Emerentia/ Pålsdotter
EmiliePetersen,Q4972612,2018-03-08,Yvonne Maria,Werner,"Godsägare, filantrop, självhjälpspionjär","Property owner, philanthropist, self-help pioneer",Petersen,Charlotte /Emilie/
GerdRibbing,Q4974648,2018-03-08,Martin,Dackling,"Journalist, författare","Journalist, author",Ribbing,Gerda (/Gerd/) Anna Sofia
JosabethSjoberg,Q4978878,2018-03-08,Hans,Öjmyr,Konstnär,Artist,Sjöberg,/Josabeth/ Fredrica Paulina
ElsaStenhammar,Q4980310,2018-03-08,Hanna,Bendz,"Körledare, dirigent, musiklärare","Choirmaster, conductor, music teacher",Stenhammar,/Elsa/ Elfrida Marguérite
IngaThorsson,Q4982683,2018-03-08,Gunnel,Karlsson,"Politiker, diplomat, nedrustningsförhandlare","Politician, diplomat, disarmament negotiator",Thorsson,/Inga/ Margarethe
GaboFalk,Q4988457,2018-03-08,Gun,Román,"Dansare, danspedagog","Dancer, dance teacher",Falk,Gabriele (/Gabo/)
UlrikaStromfelt,Q4989818,2018-03-08,Brita,Planck,Hovdam,Lady-in-waiting,Strömfelt,/Ulrika/ Eleonora
AnnaGretaWide,Q4990447,2018-03-08,Lisbeth,Larsson,Författare,Author,Wide,/Anna Greta/
EvaWinther,Q4990642,2018-03-08,Anders,Johnson,"Politiker, minister","Politician, government minister",Winther,Signe Inger /Eva/
EdithAnrep,Q5338493,2018-03-08,Eva-Maria,Svensson,"Jurist, aktiv i kvinnorörelsen","Legal practitioner, active member of the women's movement",Anrep,/Edith/ Marie
EivorOlssonLagman,Q5350075,2018-03-08,Lennart K,Persson,"Kulstötare, diskuskastare, spjutkastare","Shot putter, discus-thrower, javelin thrower",Olsson Lagman,Olga /Eivor/ Beatrice
AlmaSundquist,Q15734590,2018-03-08,Ulrika,Nilsson,"Läkare, sexualupplysare, rösträttskvinna","Doctor, sexual educator, suffragette",Sundquist,/Alma/ Maria Katharina
EllaOdstedt,Q16596006,2018-03-08,Fredrik,Skott,Folkminnesupptecknare,Recorder of folklore,Odstedt,Sara Emelia (/Ella/)
AnnaBirgittaRooth,Q16596197,2018-03-08,Birgitta,Meurling,"Etnolog, professor",Professor of ethnology,Rooth,/Anna Birgitta/
DaisySchalling,Q16596293,2018-03-08,Elisabeth,Punzi,"Professor i psykologi, pionjär inom neuropsykologin","Professor of psychology, pioneer within neuropsychology",Schalling,/Daisy/ Signe Maria
AmySegerstedt,Q16596333,2018-03-08,Beatrice,Christensen Sköld,"Lärare, folkbildare, grundare av De blindas lånebibliotek","Teacher, purveyor of popular education, founder of a lending-library for the blind",Segerstedt,/Amy/ Johanna Fredrika
AnnaCatharinaWefwerstedt,Q16596432,2018-03-08,Tilda Maria,Forselius,Översättare,Translator,Wefwerstedt,/Anna Catharina/
RuthSvensson,Q16596529,2018-03-08,Annika,Berg,"Läkare, psykiater, forskare i parasitologi","Doctor, psychiatrist, parasitologist",Svensson,/Ruth/ Margareta
HenricaCarolinavonPlaten,Q16616025,2018-03-08,Maria,Sjöberg,"Författare, översättare, samhällsdebattör","Author, translator, social debater",von Platen,Henrica /Carolina/
GerdaKjellberg,Q16946303,2018-03-08,Lisbeth,Larsson,Läkare,Doctor,Kjellberg,/Gerda/ Elisabet
JohannaBrunsson,Q18237907,2018-03-08,Kerstin,Sandell,"Vävare, vävlärare","Weaver, weaving instructor",Brunsson,/Johanna/
AinaWifalk,Q18274917,2018-03-08,Jöns,Posse,"Kurator, uppfinnare av rullatorn","Counsellor, inventor of the walker",Wifalk,/Aina/ Lucia
ElinLauritzen,Q19946455,2018-03-08,Elsa,Trolle Önnerfors,"Jurist, advokat, pionjär inom familjerätten","Lawyer, legal practitioner, pioneer within family law",Lauritzen,/Elin/ Maria
AnnaLisaAndersson,Q19966865,2018-03-08,Birgitta,Ney,"Journalist, författare, översättare","Journalist, author, translator",Andersson,Anna Elisabeth (/Anna Lisa/)
AmandaHorney,Q19976600,2018-03-08,Ulrika,Holgersson,"Rösträttskvinna, pionjär i socialdemokratiska kvinnorörelsen","Women's suffrage activist, pioneer of the Social Democratic women's movement",Horney,Hulda /Amanda/
AlmaPetri,Q19976935,2018-03-08,Gunilla,Gunner,"Frälsningssoldat, chef för slumverksamheten","Salvationist, leader of the slum emergency efforts",Petri,/Alma/ Hedvig Eleonora
GunnyLarsson,Q36547020,2018-03-08,Kerstin,Norlander,"Statshortonom, frukt- och bärforskare","National horticulturist, researcher of fruit- and berry-improvement",Larsson,Erna /Gunny/ Karolina
SigneEkblad,Q38774453,2018-03-08,Sune,Fahlgren,"Missionär, rektor","Missionary, school principal",Ekblad,/Signe/ Anna Charlotta
AmaliaRedec,Q45291626,2018-03-08,Hanna,Bendz,"Tonsättare, pianist","Composer, pianist",Redec,/Amalia/ Leonilda
IngerWedborn,Q50512434,2018-03-08,Catharina,Nolin,"Trädgårdsarkitekt, skribent","Landscape gardener, writer",Wedborn,/Inger/ Maria
AnnaSorensen,Q50680597,2018-03-08,Agneta,Linné,"Folkskollärare, rektor, reformpedagog","Teacher, school principal, educational reformer",Sörensen,/Anna/ Elisabeth
ValborgSvensson,Q50801709,2018-03-08,Irene,Andersson,"Politiker, agitator","Politician, agitator",Svensson,Greta /Valborg/ Elisabet
IngegerdLevander,Q50841591,2018-03-08,Susanne,Odell,"Företagare, politiker","Entrepreneur, politician",Levander,Ruth /Ingegerd/
LilianHultin,Q50850332,2018-03-08,Louise,Lönnroth,"Lärare, skolgrundare, folkbildare","Teacher, school founder, purveyor of popular education",Hultin,/Lilian/ Ninnie Yvonne
BenedictaLager,Q50885321,2018-03-08,Tomas,Bro,"Läkare, missionär","Doctor, missionary",Lager,Bengta (/Benedicta/)
AnnieKoch,Q50885723,2018-03-08,Madeleine,Michaëlsson,"Dövpedagog, pionjär inom specialpedagogiken",Pioneering teacher of deaf children,Koch,Agathe /Annie/ Marianne
StinaFagerskog,Q50886412,2018-03-08,Helene,Castenbrandt,"Kvinnosakskvinna, pionjär inom sjukkasserörelsen","Supporter of the women's liberation movement, pioneer within Swedish health benefits movement",Fagerskog,/Stina/ Britta
MettaLillie,Q50950987,2018-03-08,Christina,Sjöblad,"Adelsdam, dagsboksförfattare","Noblewoman, diary keeper",Lillie,/Metta/ Magdalena
AnnaLutteman,Q50951050,2018-03-08,Kerstin E,Wallin,"Lärare, rektor, utbildare av hemsystrar","Teacher, principal, educator of home helpers",Lutteman,/Anna/ Elisabet
IngaLowdin,Q50951059,2018-03-08,Lennart K,Persson,"Idrottare, idrottsledare, idrottshistoriker","Athlete, sports leader, sports historian",Löwdin,/Inga/ Margareta
GretaGarbo,Q5443,2018-03-08,Jennifer,Vintkvist,"Skådespelare, filmstjärna","Actor, film star",Garbo,/Greta/ Lovisa
MargaretaValdemarsdotter,Q202266,2018-03-08,Thomas,Lindkvist,"Drottning av Danmark, Norge och Sverige","Queen of Denmark, Norway and Sweden",,"/Margareta/, drottning"
AnnaLindh,Q208591,2018-03-08,Anne-Marie,Lindgren,"Politiker, minister, människorättskämpe","Politician, government minister, human rights activist",Lindh,Ylva /Anna/ Maria
BirgitNilsson,Q233951,2018-03-08,Thomas,Lindkvist,Operasångare,Opera singer,Nilsson,Märta /Birgit/
Margaretadrottning,Q239443,2018-03-08,Katarina,Harrison Lindbergh,Drottning av Sverige,Queen of Sweden,,"/Margareta/, drottning"
MarianneFredriksson,Q242166,2018-03-08,Lisbeth,Larsson,Författare,Author,Fredriksson,Lillemor /Marianne/
LindaHaglund,Q269711,2018-03-08,Lennart K,Persson,"Löpare, elitidrottare","Runner, sportswoman",Haglund,/Linda/
